image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,us_state_response_2.text,us_state_response_3.text,country_response.text,okay_states_trials.thisRepN,okay_states_trials.thisTrialN,okay_states_trials.thisN,okay_states_trials.thisIndex,wider_states_trials.thisRepN,wider_states_trials.thisTrialN,wider_states_trials.thisN,wider_states_trials.thisIndex,taller_states_trials.thisRepN,taller_states_trials.thisTrialN,taller_states_trials.thisN,taller_states_trials.thisIndex,okay_country_trials.thisRepN,okay_country_trials.thisTrialN,okay_country_trials.thisN,okay_country_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,States_Naming_Task.started,stimuli_prompt.started,okay_state_pics.started,us_state_response.started,States_Naming_Task.stopped,okay_states_trials.us_state_response.text,stimuli_prompt.stopped,okay_state_pics.stopped,us_state_response.stopped,States_Naming_Task_2.started,stimuli_prompt_2.started,wider_state_pics.started,us_state_response_2.started,States_Naming_Task_2.stopped,wider_states_trials.us_state_response_2.text,stimuli_prompt_2.stopped,wider_state_pics.stopped,us_state_response_2.stopped,States_Naming_Task_3.started,stimuli_prompt_3.started,taller_state_pics.started,us_state_response_3.started,stimuli_prompt_3.stopped,taller_state_pics.stopped,us_state_response_3.stopped,States_Naming_Task_3.stopped,taller_states_trials.us_state_response_3.text,instructions_countries_task.started,task_instructions_2.started,instructions_resp_2.started,instructions_countries_task.stopped,instructions_resp_2.keys,instructions_resp_2.rt,instructions_resp_2.duration,Country_Naming_Task.started,stimuli_prompt_4.started,country_response.started,okay_country_pics.started,Country_Naming_Task.stopped,okay_country_trials.country_response.text,stimuli_prompt_4.stopped,country_response.stopped,okay_country_pics.stopped,Country_Naming_Task_2.started,text_2.started,tall_country_trials.started,textbox.started,text_2.stopped,tall_country_trials.stopped,textbox.stopped,Country_Naming_Task_2.stopped,textbox.text,Finish_Screen.started,text.started,Finish_Screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
states/New-Jersey-Outline-Map.jpg,New Jersey,16,16,0,Idk,,,,0,16,16,19,,,,,,,,,,,,,138.48288329999923,,,,,,,,,138.46156650000194,138.93473380000069,138.93473380000069,138.93473380000069,145.93046390000382,Idk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Kansas-Outline-Map.jpg,Kansas,17,17,0,Colorado,,,,0,17,17,11,,,,,,,,,,,,,145.9922482999973,,,,,,,,,145.97036579999985,146.44211879999784,146.44211879999784,146.44211879999784,153.42755049999687,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Pennsylvania-Outline-Map.jpg,Pennsylvania,18,18,0,Washington,,,,0,18,18,25,,,,,,,,,,,,,153.4945962999991,,,,,,,,,153.47231050000119,153.94196289999672,153.94196289999672,153.94196289999672,160.9317469000016,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Montana-Outline-Map.jpg,Montana,19,19,0,New Mexico,,,,0,19,19,18,,,,,,,,,,,,,160.99843359999795,,,,,,,,,160.97622930000216,161.42270499999722,161.42270499999722,161.42270499999722,168.4184985000029,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Rhode-Island-Outline-Map.jpg,Rhode Island,20,20,0,idk,,,,0,20,20,26,,,,,,,,,,,,,168.4896340999985,,,,,,,,,168.46448999999848,168.93555039999774,168.93555039999774,168.93555039999774,175.92000369999732,idk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/West-Virginia-Outline-Map.jpg,West Virginia,21,21,0,,,,,0,21,21,32,,,,,,,,,,,,,176.03231680000317,,,,,,,,,175.99687809999887,176.43207840000105,176.43207840000105,176.43207840000105,183.42510330000368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Indiana-Outline-Map.jpg,Indiana,22,22,0,,,,,0,22,22,9,,,,,,,,,,,,,183.4985369999995,,,,,,,,,183.47388050000154,183.93917320000037,183.93917320000037,183.93917320000037,190.92856919999758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Oregon-Outline-Map.jpg,Oregon,23,23,0,,,,,0,23,23,24,,,,,,,,,,,,,191.00949740000215,,,,,,,,,190.9817131000018,191.4268716000006,191.4268716000006,191.4268716000006,198.42334780000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Missouri-Outline-Map.jpg,Missouri,24,24,0,,,,,0,24,24,17,,,,,,,,,,,,,198.5115089000028,,,,,,,,,198.4807604000016,198.92703299999994,198.92703299999994,198.92703299999994,205.91045770000346,,206.0121042000028,206.0121042000028,206.0121042000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Michigan-Outline-Map.jpg,Michigan,25,25,0,,,,,0,25,25,15,,,,,,,,,,,,,206.0121042000028,,,,,,,,,205.97193179999886,206.42644319999818,206.42644319999818,206.42644319999818,213.42348140000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Massachusetts-Outline-Map.jpg,Massachusetts,26,26,0,,,,,0,26,26,14,,,,,,,,,,,,,213.4894293000034,,,,,,,,,213.4672692000022,213.92271690000052,213.92271690000052,213.92271690000052,220.92287619999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Connecticut-Outline-Map.jpg,Connecticut,27,27,0,,,,,0,27,27,4,,,,,,,,,,,,,221.01856240000052,,,,,,,,,220.99061130000337,221.43038440000237,221.43038440000237,221.43038440000237,228.4289149000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Arkansas-Outline-Map.jpg,Arkansas,28,28,0,,,,,0,28,28,1,,,,,,,,,,,,,228.51939329999732,,,,,,,,,228.4884521999993,228.9283499000012,228.9283499000012,228.9283499000012,235.91903019999882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/South-Carolina-Outline-Map.jpg,South Carolina,29,29,0,,,,,0,29,29,27,,,,,,,,,,,,,236.00326330000098,,,,,,,,,235.97420660000353,236.43302219999896,236.43302219999896,236.43302219999896,243.42718980000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Maine-Outline-Map.jpg,Maine,30,30,0,,,,,0,30,30,13,,,,,,,,,,,,,243.4991766000021,,,,,,,,,243.4729204999967,243.9275370000032,243.9275370000032,243.9275370000032,250.9176640000005,,251.00281440000253,251.00281440000253,251.00281440000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Utah-Outline-Map.jpg,Utah,31,31,0,,,,,0,31,31,29,,,,,,,,,,,,,251.00281440000253,,,,,,,,,250.9733503000025,251.42878930000006,251.42878930000006,251.42878930000006,258.4209639000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Washington-Outline-Map.jpg,Washington,32,32,0,,,,,0,32,32,31,,,,,,,,,,,,,258.4948988000033,,,,,,,,,258.47170780000306,258.9401752999984,258.9401752999984,258.9401752999984,265.93408310000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Minnesota-Outline-Map.jpg,Minnesota,33,33,0,,,,,0,33,33,16,,,,,,,,,,,,,266.02358059999824,,,,,,,,,265.993003399999,266.4256454999995,266.4256454999995,266.4256454999995,273.4145362999989,,273.5007246000023,273.5007246000023,273.5007246000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Wyoming-Outline-Map.jpg,Wyoming,34,34,0,,,,,0,34,34,34,,,,,,,,,,,,,273.5007246000023,,,,,,,,,273.4698165000009,273.92277560000366,273.92277560000366,273.92277560000366,280.90620430000126,,280.97307620000356,280.97307620000356,280.97307620000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Maryland-Outline-Map.jpg,Maryland,0,0,0,,,,,,,,,0,0,0,7,,,,,,,,,280.97307620000356,,,,,,,,,,,,,,,,,,280.95229120000295,281.4352940000026,281.4352940000026,281.4352940000026,288.42866499999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Virginia-Outline-Map.jpg,Virginia,1,1,0,,,,,,,,,0,1,1,6,,,,,,,,,288.4802217999968,,,,,,,,,,,,,,,,,,288.46215980000125,288.9393668999983,288.9393668999983,288.9393668999983,295.93788009999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Tennessee-Outline-Map.jpg,Tennessee,2,2,0,,,,,,,,,0,2,2,8,,,,,,,,,295.98005099999864,,,,,,,,,,,,,,,,,,295.96452030000364,296.4363330999986,296.4363330999986,296.4363330999986,303.43218219999835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/South-Dakota-Outline-Map.jpg,South Dakota,3,3,0,,,,,,,,,0,3,3,5,,,,,,,,,303.50361859999975,,,,,,,,,,,,,,,,,,303.47895280000375,303.9211561999982,303.9211561999982,303.9211561999982,310.9162424000024,,311.01931709999917,311.01931709999917,311.01931709999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Alaska-Outline-Map.jpg,Alaska,4,4,0,,,,,,,,,0,4,4,0,,,,,,,,,311.01931709999917,,,,,,,,,,,,,,,,,,310.9832221999968,311.4326336000013,311.4326336000013,311.4326336000013,318.43239280000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Nebraska-Outline-Map.jpg,Nebraska,5,5,0,,,,,,,,,0,5,5,2,,,,,,,,,318.5093091000017,,,,,,,,,,,,,,,,,,318.4852602000028,318.9219172000012,318.9219172000012,318.9219172000012,325.90575399999943,,325.9924441999974,325.9924441999974,325.9924441999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Kentucky-Outline-Map.jpg,Kentucky,6,6,0,,,,,,,,,0,6,6,1,,,,,,,,,325.9924441999974,,,,,,,,,,,,,,,,,,325.96682899999723,326.4399611999979,326.4399611999979,326.4399611999979,333.4353168000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Oklahoma-Outline-Map.jpg,Oklahoma,7,7,0,,,,,,,,,0,7,7,4,,,,,,,,,333.5190586000026,,,,,,,,,,,,,,,,,,333.4923125999994,333.92626839999866,333.92626839999866,333.92626839999866,340.9163522000017,,340.9672267999995,340.9672267999995,340.9672267999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/North-Carolina-Outline-Map.jpg,North Carolina,8,8,0,,,,,,,,,0,8,8,3,,,,,,,,,340.9672267999995,,,,,,,,,,,,,,,,,,340.94931329999963,341.4335745999997,341.4335745999997,341.4335745999997,348.42446599999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Illinois-Outline-Map.jpg,Illinois,0,0,0,,,,,,,,,,,,,0,0,0,2,,,,,348.4946259999997,,,,,,,,,,,,,,,,,,,,,,,,,,,348.4730150999967,348.92027309999685,348.92027309999685,348.92027309999685,356.00130470000295,356.00130470000295,356.00130470000295,355.90728970000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Nevada-Outline-Map.jpg,Nevada,1,1,0,,,,,,,,,,,,,0,1,1,3,,,,,356.00130470000295,,,,,,,,,,,,,,,,,,,,,,,,,,,355.95577179999964,356.4247497000033,356.4247497000033,356.4247497000033,,,,363.4199735000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Alabama-Outline-Map.jpg,Alabama,2,2,0,,,,,,,,,,,,,0,2,2,0,,,,,363.51609360000293,,,,,,,,,,,,,,,,,,,,,,,,,,,363.47582729999704,363.9365779,363.9365779,363.9365779,,,,370.9282063999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Mississippi-Outline-Map.jpg,Mississippi,3,3,0,,,,,,,,,,,,,0,3,3,5,,,,,371.03930489999766,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0090313999972,371.43976709999697,371.43976709999697,371.43976709999697,,,,378.4257357000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Georgia-Outline-Map.jpg,Georgia,4,4,0,,,,,,,,,,,,,0,4,4,1,,,,,378.5272613999987,,,,,,,,,,,,,,,,,,,,,,,,,,,378.4833121999982,378.9281243000005,378.9281243000005,378.9281243000005,,,,385.9301240999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/New-Hampshire-Outline-Map.jpg,New Hampshire,5,5,0,,,,,,,,,,,,,0,5,5,4,,,,,385.9874060000002,,,,,,,,,,,,,,,,,,,,,,,,,,,385.96778300000005,386.4270467000024,386.4270467000024,386.4270467000024,,,,393.42853009999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.42872519999946,393.4459857999973,393.4459857999973,407.15156079999724,space,13.701024599999073,None,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
