image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,trials_us_states.thisRepN,trials_us_states.thisTrialN,trials_us_states.thisN,trials_us_states.thisIndex,thisRow.t,notes,instructions_states.started,task_instructions.started,instruction_resp.started,instructions_states.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,stimuli_prompt.started,state_pics.started,us_state_response.started,State_Naming_Task.stopped,trials_us_states.us_state_response.text,stimuli_prompt.stopped,state_pics.stopped,us_state_response.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
states/Maryland-Outline-Map.jpg,Maryland,9,9,0,Sl,0,9,9,19,68.39578500000061,,,,,,,,,68.36581010000009,68.81536749999941,68.81536749999941,68.81536749999941,75.79463469999973,Sl,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Missouri-Outline-Map.jpg,Missouri,10,10,0,Illinois,0,10,10,24,75.8771142000005,,,,,,,,,75.8478400999993,76.31629109999994,76.31629109999994,76.31629109999994,83.30295739999929,Illinois,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Oregon-Outline-Map.jpg,Oregon,11,11,0,Rock,0,11,11,36,83.47995960000117,,,,,,,,,83.37335840000014,83.80513229999997,83.80513229999997,83.80513229999997,90.79119360000186,Rock,90.86048429999937,90.86048429999937,90.86048429999937,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Virginia-Outline-Map.jpg,Virginia,12,12,0,Virginia,0,12,12,45,90.86048429999937,,,,,,,,,90.83464159999858,91.31831130000137,91.31831130000137,91.31831130000137,98.31075810000038,Virginia,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Kansas-Outline-Map.jpg,Kansas,13,13,0,Wyoming,0,13,13,15,98.37808990000121,,,,,,,,,98.35338580000098,98.81274420000045,98.81274420000045,98.81274420000045,105.80873900000006,Wyoming,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/West-Virginia-Outline-Map.jpg,West Virginia,14,14,0,West Virginia,0,14,14,47,105.93177410000135,,,,,,,,,105.88011570000162,106.29896680000093,106.29896680000093,106.29896680000093,113.29829400000017,West Virginia,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Montana-Outline-Map.jpg,Montana,15,15,0,Arizona,0,15,15,25,113.39152169999943,,,,,,,,,113.35835769999903,113.79947360000006,113.79947360000006,113.79947360000006,120.78649439999936,Arizona,120.83813870000085,120.83813870000085,120.83813870000085,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Pennsylvania-Outline-Map.jpg,Pennsylvania,16,16,0,Washington,0,16,16,37,120.83813870000085,,,,,,,,,120.81642379999903,121.31238809999923,121.31238809999923,121.31238809999923,128.31515880000006,Washington,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/North-Carolina-Outline-Map.jpg,North Carolina,17,17,0,Massachussettes,0,17,17,32,128.3689803999987,,,,,,,,,128.34903750000012,128.817575699999,128.817575699999,128.817575699999,135.8135125000008,Massachussettes,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/South-Dakota-Outline-Map.jpg,South Dakota,18,18,0,Oregon,0,18,18,40,135.88869859999977,,,,,,,,,135.86105870000029,136.3128127000018,136.3128127000018,136.3128127000018,143.30260149999958,Oregon,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Nevada-Outline-Map.jpg,Nevada,19,19,0,Nevada,0,19,19,27,143.3869691,,,,,,,,,143.35673959999986,143.80807790000108,143.80807790000108,143.80807790000108,150.79425400000036,Nevada,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Ohio-Outline-Map.jpg,Ohio,20,20,0,What,0,20,20,34,151.00136529999872,,,,,,,,,150.9202965000004,151.31492150000122,151.31492150000122,151.31492150000122,158.29550200000085,What,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Maine-Outline-Map.jpg,Maine,21,21,0,Maine,0,21,21,18,158.3846350999993,,,,,,,,,158.34672409999985,158.80641509999987,158.80641509999987,158.80641509999987,165.8011289999995,Maine,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Alabama-Outline-Map.jpg,Alabama,22,22,0,Utah,0,22,22,0,165.8711207999986,,,,,,,,,165.84646259999863,166.31294079999861,166.31294079999861,166.31294079999861,173.2964099000019,Utah,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/California-Outline-Map.jpg,California,23,23,0,California,0,23,23,4,173.49224110000068,,,,,,,,,173.4073559999997,173.80390249999982,173.80390249999982,173.80390249999982,180.79280970000036,California,180.85767860000124,180.85767860000124,180.85767860000124,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/North-Dakota-Outline-Map.jpg,North Dakota,24,24,0,Colorado,0,24,24,33,180.85767860000124,,,,,,,,,180.83348810000098,181.31671030000143,181.31671030000143,181.31671030000143,188.3098987000012,Colorado,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/New-Mexico-Outline-Map.jpg,New Mexico,25,25,0,Oklahoma,0,25,25,30,188.435998500001,,,,,,,,,188.38389370000004,188.80951300000015,188.80951300000015,188.80951300000015,195.80240250000134,Oklahoma,,,,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Nebraska-Outline-Map.jpg,Nebraska,26,26,0,Nebraska,0,26,26,26,195.8644353999989,,,,,,,,,195.8436232999993,196.29934800000046,196.29934800000046,196.29934800000046,203.29027080000014,Nebraska,203.3487384,203.3487384,203.3487384,991170,001,2025-04-11_18h48.28.868,state_naming_task,2024.2.4,60.02782890155317,2025-04-11 18h48.34.161194 -0600,
states/Illinois-Outline-Map.jpg,Illinois,27,27,0,,0,27,27,12,203.3487384,,,,,,,,,203.3265844000016,203.80292140000165,203.80292140000165,203.80292140000165,,,,,,,,,,,,,
