image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,trials_us_states.thisRepN,trials_us_states.thisTrialN,trials_us_states.thisN,trials_us_states.thisIndex,thisRow.t,notes,instructions_states.started,task_instructions.started,instruction_resp.started,instructions_states.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,stimuli_prompt.started,state_pics.started,us_state_response.started,stimuli_prompt.stopped,state_pics.stopped,us_state_response.stopped,State_Naming_Task.stopped,trials_us_states.us_state_response.text,instructions_countries.started,text.started,key_resp.started,text.stopped,instructions_countries.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Country_Naming_Task.started,Country_Naming_Task.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
states/Washington-Outline-Map.jpg,Washington,26,26,0,okay,0,26,26,46,196.23674199999732,,,,,,,,,196.20130509999944,196.6276306999971,196.6276306999971,196.6276306999971,,,,203.62470659999963,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Michigan-Outline-Map.jpg,Michigan,27,27,0,okay,0,27,27,21,203.7407824999973,,,,,,,,,203.69318649999695,204.1330741999991,204.1330741999991,204.1330741999991,,,,211.11751169999843,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Delaware-Outline-Map.jpg,Delaware,28,28,0,okay,0,28,28,7,211.25477229999888,,,,,,,,,211.21867319999728,211.62566209999932,211.62566209999932,211.62566209999932,,,,218.61677959999724,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Wisconsin-Outline-Map.jpg,Wisconsin,29,29,0,okay,0,29,29,48,218.75232999999935,,,,,,,,,218.69316849999814,219.12469769999734,219.12469769999734,219.12469769999734,,,,226.11935900000026,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Georgia-Outline-Map.jpg,Georgia,30,30,0,slightly taller,0,30,30,9,226.21748739999748,,,,,,,,,226.1770719999986,226.63075819999722,226.63075819999722,226.63075819999722,,,,233.61293699999806,slightly taller,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Illinois-Outline-Map.jpg,Illinois,31,31,0,slightly less wider,0,31,31,12,233.67880779999905,,,,,,,,,233.65562359999967,234.13246679999793,234.13246679999793,234.13246679999793,,,,241.1172314999967,slightly less wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Rhode-Island-Outline-Map.jpg,Rhode Island,32,32,0,okay,0,32,32,38,241.19078209999861,,,,,,,,,241.16376329999912,241.6216133,241.6216133,241.6216133,,,,248.62422589999915,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Alabama-Outline-Map.jpg,Alabama,33,33,0,slightly less wider,0,33,33,0,248.69322649999958,,,,,,,,,248.66839919999984,249.1216695999974,249.1216695999974,249.1216695999974,256.2177421999986,256.2177421999986,256.2177421999986,256.10953549999977,slightly less wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/West-Virginia-Outline-Map.jpg,West Virginia,34,34,0,okay,0,34,34,47,256.2177421999986,,,,,,,,,256.17998969999826,256.62224909999713,256.62224909999713,256.62224909999713,,,,263.61920909999753,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/North-Dakota-Outline-Map.jpg,North Dakota,35,35,0,okay,0,35,35,33,263.68512409999676,,,,,,,,,263.6612187999999,264.13076069999806,264.13076069999806,264.13076069999806,,,,271.11639509999804,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Oklahoma-Outline-Map.jpg,Oklahoma,36,36,0,needs slightly wider,0,36,36,35,271.17838689999917,,,,,,,,,271.1564140999981,271.6230986999981,271.6230986999981,271.6230986999981,278.6689947999985,278.6689947999985,278.6689947999985,278.61001829999805,needs slightly wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Kansas-Outline-Map.jpg,Kansas,37,37,0,okay,0,37,37,15,278.6689947999985,,,,,,,,,278.6475885,279.13254679999955,279.13254679999955,279.13254679999955,,,,286.11397719999877,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Montana-Outline-Map.jpg,Montana,38,38,0,okay,0,38,38,25,286.1802815999981,,,,,,,,,286.1540483,286.6198922000003,286.6198922000003,286.6198922000003,293.6612484999969,293.6612484999969,293.6612484999969,293.60518169999705,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Virginia-Outline-Map.jpg,Virginia,39,39,0,needs slightly wider,0,39,39,45,293.6612484999969,,,,,,,,,293.63976009999897,294.12285749999864,294.12285749999864,294.12285749999864,,,,301.11844049999854,needs slightly wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Nebraska-Outline-Map.jpg,Nebraska,40,40,0,needs sligthy wider,0,40,40,26,301.1752411999987,,,,,,,,,301.1527854999986,301.63490519999687,301.63490519999687,301.63490519999687,,,,308.6196044999997,needs sligthy wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Louisiana-Outline-Map.jpg,Louisiana,41,41,0,okay,0,41,41,17,308.7286951999995,,,,,,,,,308.6950995999978,309.1245425999987,309.1245425999987,309.1245425999987,316.3540308999982,316.3540308999982,316.3540308999982,316.1104121999997,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Colorado-Outline-Map.jpg,Colorado,42,42,0,okay,0,42,42,5,316.3540308999982,,,,,,,,,316.2144967999993,316.6295272999996,316.6295272999996,316.6295272999996,,,,323.6195799999987,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Utah-Outline-Map.jpg,Utah,43,43,0,okay,0,43,43,43,323.7108836999978,,,,,,,,,323.67553869999756,324.13252439999997,324.13252439999997,324.13252439999997,,,,331.12541599999895,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Pennsylvania-Outline-Map.jpg,Pennsylvania,44,44,0,okay,0,44,44,37,331.19711800000005,,,,,,,,,331.17252169999847,331.6181209999995,331.6181209999995,331.6181209999995,,,,338.6118067999996,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Idaho-Outline-Map.jpg,Idaho,45,45,0,okay,0,45,45,11,338.6893921999981,,,,,,,,,338.65939869999784,339.12794889999714,339.12794889999714,339.12794889999714,,,,346.12981500000024,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Mississippi-Outline-Map.jpg,Mississippi,46,46,0,slightly too tall,0,46,46,23,346.2092206999987,,,,,,,,,346.18002889999843,346.6257501,346.6257501,346.6257501,,,,353.62236009999833,slightly too tall,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/North-Carolina-Outline-Map.jpg,North Carolina,47,47,0,slightly too tall,0,47,47,32,353.6763312999974,,,,,,,,,353.65749159999905,354.13123989999804,354.13123989999804,354.13123989999804,,,,361.11187749999954,slightly too tall,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Florida-Outline-Map.jpg,Florida,48,48,0,okay,0,48,48,8,361.2572545999974,,,,,,,,,361.2092178999992,361.62968739999997,361.62968739999997,361.62968739999997,,,,368.6232786999972,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/New-York-Outline-Map.jpg,New York,49,49,0,okay,0,49,49,31,368.6822855999999,,,,,,,,,368.67202669999824,369.1152130999981,369.1152130999981,369.1152130999981,376.1279661999979,376.1279661999979,376.1279661999979,376.1088101999994,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.1089154000001,376.1279661999979,376.1279661999979,377.14637559999755,382.8015237999971,space,6.662227900000289,None,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.80158219999794,382.80198579999706,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
