image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,us_state_response_2.text,us_state_response_3.text,okay_states_trials.thisRepN,okay_states_trials.thisTrialN,okay_states_trials.thisN,okay_states_trials.thisIndex,wider_states_trials.thisRepN,wider_states_trials.thisTrialN,wider_states_trials.thisN,wider_states_trials.thisIndex,taller_states_trials.thisRepN,taller_states_trials.thisTrialN,taller_states_trials.thisN,taller_states_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,States_Naming_Task.started,stimuli_prompt.started,okay_state_pics.started,us_state_response.started,States_Naming_Task.stopped,okay_states_trials.us_state_response.text,stimuli_prompt.stopped,okay_state_pics.stopped,us_state_response.stopped,States_Naming_Task_2.started,stimuli_prompt_2.started,wider_state_pics.started,us_state_response_2.started,stimuli_prompt_2.stopped,wider_state_pics.stopped,us_state_response_2.stopped,States_Naming_Task_2.stopped,wider_states_trials.us_state_response_2.text,States_Naming_Task_3.started,stimuli_prompt_3.started,taller_state_pics.started,us_state_response_3.started,stimuli_prompt_3.stopped,taller_state_pics.stopped,us_state_response_3.stopped,States_Naming_Task_3.stopped,taller_states_trials.us_state_response_3.text,instructions_countries_task.started,task_instructions_2.started,instructions_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
states/Indiana-Outline-Map.jpg,Indiana,9,9,0,,,,0,9,9,9,,,,,,,,,89.96645569999237,,,,,,,,,89.93250900006387,90.3190921000205,90.3190921000205,90.3190921000205,97.30272739997599,,97.40933339996263,97.40933339996263,97.40933339996263,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Montana-Outline-Map.jpg,Montana,10,10,0,,,,0,10,10,18,,,,,,,,,97.40933339996263,,,,,,,,,97.37645980005618,97.82796440005768,97.82796440005768,97.82796440005768,104.81461040000431,,105.03239099995699,105.03239099995699,105.03239099995699,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Florida-Outline-Map.jpg,Florida,11,11,0,,,,0,11,11,6,,,,,,,,,105.03239099995699,,,,,,,,,104.9331583000021,105.33017700002529,105.33017700002529,105.33017700002529,112.31625230005011,,112.45621980004944,112.45621980004944,112.45621980004944,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Vermont-Outline-Map.jpg,Vermont,12,12,0,,,,0,12,12,30,,,,,,,,,112.45621980004944,,,,,,,,,112.42382560006808,112.82348739996087,112.82348739996087,112.82348739996087,119.80808860005345,,119.94001969997771,119.94001969997771,119.94001969997771,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Pennsylvania-Outline-Map.jpg,Pennsylvania,13,13,0,,,,0,13,13,25,,,,,,,,,119.94001969997771,,,,,,,,,119.9091489999555,120.32638210000005,120.32638210000005,120.32638210000005,127.31147289997898,,127.45663190004416,127.45663190004416,127.45663190004416,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Iowa-Outline-Map.jpg,Iowa,14,14,0,,,,0,14,14,10,,,,,,,,,127.45663190004416,,,,,,,,,127.40664459997788,127.8236219000537,127.8236219000537,127.8236219000537,134.8198658999754,,,,,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/West-Virginia-Outline-Map.jpg,West Virginia,15,15,0,,,,0,15,15,32,,,,,,,,,134.99977380002383,,,,,,,,,134.94627059996128,135.31933149998076,135.31933149998076,135.31933149998076,142.3052064999938,,142.48396039998624,142.48396039998624,142.48396039998624,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Minnesota-Outline-Map.jpg,Minnesota,16,16,0,,,,0,16,16,16,,,,,,,,,142.48396039998624,,,,,,,,,142.43308220000472,142.82035589998122,142.82035589998122,142.82035589998122,149.80650940001942,,149.97825140005443,149.97825140005443,149.97825140005443,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Arkansas-Outline-Map.jpg,Arkansas,17,17,0,,,,0,17,17,1,,,,,,,,,149.97825140005443,,,,,,,,,149.93810430006124,150.3217781999847,150.3217781999847,150.3217781999847,157.30532200005837,,157.4950697000604,157.4950697000604,157.4950697000604,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Michigan-Outline-Map.jpg,Michigan,18,18,0,,,,0,18,18,15,,,,,,,,,157.4950697000604,,,,,,,,,157.43413040007,157.83065500005614,157.83065500005614,157.83065500005614,164.8168453000253,,164.9945965000661,164.9945965000661,164.9945965000661,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Colorado-Outline-Map.jpg,Colorado,19,19,0,,,,0,19,19,3,,,,,,,,,164.9945965000661,,,,,,,,,164.94907770003192,165.33208540000487,165.33208540000487,165.33208540000487,172.3170664999634,,172.46808500005864,172.46808500005864,172.46808500005864,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Idaho-Outline-Map.jpg,Idaho,20,20,0,,,,0,20,20,8,,,,,,,,,172.46808500005864,,,,,,,,,172.43415410001762,172.82392530003563,172.82392530003563,172.82392530003563,179.80806860001758,,180.0773407999659,180.0773407999659,180.0773407999659,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Missouri-Outline-Map.jpg,Missouri,21,21,0,,,,0,21,21,17,,,,,,,,,180.0773407999659,,,,,,,,,179.96374509995803,180.32531660003588,180.32531660003588,180.32531660003588,187.31639449996874,,187.62175329995807,187.62175329995807,187.62175329995807,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Wisconsin-Outline-Map.jpg,Wisconsin,22,22,0,,,,0,22,22,33,,,,,,,,,187.62175329995807,,,,,,,,,187.4548230000073,187.82549630000722,187.82549630000722,187.82549630000722,194.81050640007015,,194.98466519999783,194.98466519999783,194.98466519999783,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Ohio-Outline-Map.jpg,Ohio,23,23,0,,,,0,23,23,23,,,,,,,,,194.98466519999783,,,,,,,,,194.965909200022,195.32468800002243,195.32468800002243,195.32468800002243,202.31211830000393,,202.42001910007093,202.42001910007093,202.42001910007093,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/New-York-Outline-Map.jpg,New York,24,24,0,,,,0,24,24,21,,,,,,,,,202.42001910007093,,,,,,,,,202.4061739000026,202.82164740003645,202.82164740003645,202.82164740003645,209.80933149997145,,209.89938279998023,209.89938279998023,209.89938279998023,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Arizona-Outline-Map.jpg,Arizona,25,25,0,,,,0,25,25,0,,,,,,,,,209.89938279998023,,,,,,,,,209.88236389996018,210.33252399996854,210.33252399996854,210.33252399996854,217.33163569995668,,,,,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Rhode-Island-Outline-Map.jpg,Rhode Island,26,26,0,,,,0,26,26,26,,,,,,,,,217.51419550005812,,,,,,,,,217.44578239996918,217.83351719996426,217.83351719996426,217.83351719996426,224.81948649999686,,,,,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/New-Mexico-Outline-Map.jpg,New Mexico,27,27,0,,,,0,27,27,20,,,,,,,,,225.10680439998396,,,,,,,,,224.96693440002855,225.3255786000518,225.3255786000518,225.3255786000518,232.31229989998974,,232.48932349996176,232.48932349996176,232.48932349996176,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Wyoming-Outline-Map.jpg,Wyoming,28,28,0,,,,0,28,28,34,,,,,,,,,232.48932349996176,,,,,,,,,232.43326550000347,232.8277933000354,232.8277933000354,232.8277933000354,239.81302660005167,,239.94633199996315,239.94633199996315,239.94633199996315,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/New-Jersey-Outline-Map.jpg,New Jersey,29,29,0,,,,0,29,29,19,,,,,,,,,239.94633199996315,,,,,,,,,239.9130742000416,240.33295489999,240.33295489999,240.33295489999,247.31836649996694,,247.50005729997065,247.50005729997065,247.50005729997065,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Oregon-Outline-Map.jpg,Oregon,30,30,0,,,,0,30,30,24,,,,,,,,,247.50005729997065,,,,,,,,,247.43438360001892,247.81998899998143,247.81998899998143,247.81998899998143,254.8047367000254,,255.0237741000019,255.0237741000019,255.0237741000019,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Louisiana-Outline-Map.jpg,Louisiana,31,31,0,,,,0,31,31,12,,,,,,,,,255.0237741000019,,,,,,,,,254.94334300002083,255.3204432000639,255.3204432000639,255.3204432000639,262.30945880000945,,262.4696266000392,262.4696266000392,262.4696266000392,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/South-Carolina-Outline-Map.jpg,South Carolina,32,32,0,,,,0,32,32,27,,,,,,,,,262.4696266000392,,,,,,,,,262.43409250001423,262.82236490002833,262.82236490002833,262.82236490002833,269.80676810001023,,269.9700230000308,269.9700230000308,269.9700230000308,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Washington-Outline-Map.jpg,Washington,33,33,0,,,,0,33,33,31,,,,,,,,,269.9700230000308,,,,,,,,,269.93256600003224,270.32280049996916,270.32280049996916,270.32280049996916,277.30888160003815,,277.4647556999698,277.4647556999698,277.4647556999698,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Hawaii-Outline-Map.jpg,Hawaii,34,34,0,,,,0,34,34,7,,,,,,,,,277.4647556999698,,,,,,,,,277.42712370003574,277.81749639997724,277.81749639997724,277.81749639997724,284.80338649998885,,284.9314103999641,284.9314103999641,284.9314103999641,,,,,,,,,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Tennessee-Outline-Map.jpg,Tennessee,0,0,0,,,,,,,,0,0,0,8,,,,,284.9314103999641,,,,,,,,,,,,,,,,,,284.9099315999774,285.31923560006544,285.31923560006544,285.31923560006544,292.46039709995966,292.46039709995966,292.46039709995966,292.30428939999547,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Oklahoma-Outline-Map.jpg,Oklahoma,1,1,0,,,,,,,,0,1,1,4,,,,,292.46039709995966,,,,,,,,,,,,,,,,,,292.41372399998363,292.8302523000166,292.8302523000166,292.8302523000166,299.95710880006664,299.95710880006664,299.95710880006664,299.8162879999727,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Virginia-Outline-Map.jpg,Virginia,2,2,0,,,,,,,,0,2,2,6,,,,,299.95710880006664,,,,,,,,,,,,,,,,,,299.9183731999947,300.32303359999787,300.32303359999787,300.32303359999787,307.44795499998145,307.44795499998145,307.44795499998145,307.30875349999405,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Kentucky-Outline-Map.jpg,Kentucky,3,3,0,,,,,,,,0,3,3,1,,,,,307.44795499998145,,,,,,,,,,,,,,,,,,307.4078529999824,307.8303806000622,307.8303806000622,307.8303806000622,314.95395130000543,314.95395130000543,314.95395130000543,314.8176153000677,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Alaska-Outline-Map.jpg,Alaska,4,4,0,,,,,,,,0,4,4,0,,,,,314.95395130000543,,,,,,,,,,,,,,,,,,314.91786739998497,315.3241349000018,315.3241349000018,315.3241349000018,322.4404144999571,322.4404144999571,322.4404144999571,322.30930670001544,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Maryland-Outline-Map.jpg,Maryland,5,5,0,,,,,,,,0,5,5,7,,,,,322.4404144999571,,,,,,,,,,,,,,,,,,322.40610909997486,322.8273478000192,322.8273478000192,322.8273478000192,329.92799350002315,329.92799350002315,329.92799350002315,329.8120702999877,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Nebraska-Outline-Map.jpg,Nebraska,6,6,0,,,,,,,,0,6,6,2,,,,,329.92799350002315,,,,,,,,,,,,,,,,,,329.9030292000389,330.32778329995926,330.32778329995926,330.32778329995926,337.4264979000436,337.4264979000436,337.4264979000436,337.3128408000339,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/North-Carolina-Outline-Map.jpg,North Carolina,7,7,0,,,,,,,,0,7,7,3,,,,,337.4264979000436,,,,,,,,,,,,,,,,,,337.40232990006916,337.82852490001824,337.82852490001824,337.82852490001824,344.95070839999244,344.95070839999244,344.95070839999244,344.8140511000529,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/South-Dakota-Outline-Map.jpg,South Dakota,8,8,0,,,,,,,,0,8,8,5,,,,,344.95070839999244,,,,,,,,,,,,,,,,,,344.9188712000614,345.3208237000508,345.3208237000508,345.3208237000508,352.4555704999948,352.4555704999948,352.4555704999948,352.30586089997087,,,,,,,,,,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/New-Hampshire-Outline-Map.jpg,New Hampshire,0,0,0,,,,,,,,,,,,0,0,0,4,352.4555704999948,,,,,,,,,,,,,,,,,,,,,,,,,,,352.42455370002426,352.82940919999965,352.82940919999965,352.82940919999965,360.0280612000497,360.0280612000497,360.0280612000497,359.8155560999876,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Georgia-Outline-Map.jpg,Georgia,1,1,0,,,,,,,,,,,,0,1,1,1,360.0280612000497,,,,,,,,,,,,,,,,,,,,,,,,,,,359.9413450000575,360.3308527000481,360.3308527000481,360.3308527000481,367.46174459997565,367.46174459997565,367.46174459997565,367.3158529000357,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Mississippi-Outline-Map.jpg,Mississippi,2,2,0,,,,,,,,,,,,0,2,2,5,367.46174459997565,,,,,,,,,,,,,,,,,,,,,,,,,,,367.42524760006927,367.82366780005395,367.82366780005395,367.82366780005395,374.97485760005657,374.97485760005657,374.97485760005657,374.80866710003465,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Nevada-Outline-Map.jpg,Nevada,3,3,0,,,,,,,,,,,,0,3,3,3,374.97485760005657,,,,,,,,,,,,,,,,,,,,,,,,,,,374.9194516000571,375.32425639999565,375.32425639999565,375.32425639999565,382.44156369997654,382.44156369997654,382.44156369997654,382.3095956000034,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Illinois-Outline-Map.jpg,Illinois,4,4,0,,,,,,,,,,,,0,4,4,2,382.44156369997654,,,,,,,,,,,,,,,,,,,,,,,,,,,382.4090167999966,382.82889899995644,382.82889899995644,382.82889899995644,389.9503471000353,389.9503471000353,389.9503471000353,389.81320330000017,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
states/Alabama-Outline-Map.jpg,Alabama,5,5,0,,,,,,,,,,,,0,5,5,0,389.9503471000353,,,,,,,,,,,,,,,,,,,,,,,,,,,389.92039420001674,390.32029269996565,390.32029269996565,390.32029269996565,397.3193583000684,397.3193583000684,397.3193583000684,397.3047181000002,,,,,760819,001,2025-04-18_10h38.09.571,state_naming_task,2024.2.4,60.513749640865065,2025-04-18 10h38.24.394315 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.3048759000376,397.3193583000684,397.3193583000684,,,,,,,,
