image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,trials_us_states.thisRepN,trials_us_states.thisTrialN,trials_us_states.thisN,trials_us_states.thisIndex,thisRow.t,notes,instructions_states.started,task_instructions.started,instruction_resp.started,instructions_states.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,stimuli_prompt.started,state_pics.started,us_state_response.started,State_Naming_Task.stopped,trials_us_states.us_state_response.text,stimuli_prompt.stopped,state_pics.stopped,us_state_response.stopped,instructions_countries.started,text.started,key_resp.started,text.stopped,instructions_countries.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Country_Naming_Task.started,Country_Naming_Task.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
states/Oregon-Outline-Map.jpg,Oregon,12,12,0,okay,0,12,12,36,91.22372019999966,,,,,,,,,91.17606670000168,91.63850019999882,91.63850019999882,91.63850019999882,98.62505199999941,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Kansas-Outline-Map.jpg,Kansas,13,13,0,okay,0,13,13,15,98.71078520000083,,,,,,,,,98.67999989999953,99.14547410000159,99.14547410000159,99.14547410000159,106.12513780000154,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Florida-Outline-Map.jpg,Florida,14,14,0,florida needs lsightly taller,0,14,14,8,106.22507100000075,,,,,,,,,106.18831750000027,106.63716860000204,106.63716860000204,106.63716860000204,113.63707300000169,florida needs lsightly taller,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/New-Hampshire-Outline-Map.jpg,New Hampshire,15,15,0,needs hella fixing,0,15,15,28,113.70405279999977,,,,,,,,,113.67806299999938,114.13391039999988,114.13391039999988,114.13391039999988,121.13553139999931,needs hella fixing,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/California-Outline-Map.jpg,California,16,16,0,california slightly too ta,0,16,16,4,121.23973160000241,,,,,,,,,121.19172750000143,121.62524080000003,121.62524080000003,121.62524080000003,128.61580070000127,california slightly too ta,128.7000165999998,128.7000165999998,128.7000165999998,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/North-Dakota-Outline-Map.jpg,North Dakota,17,17,0,okay,0,17,17,33,128.7000165999998,,,,,,,,,128.6687004000014,129.12681890000022,129.12681890000022,129.12681890000022,136.11127430000124,okay,136.2001182999993,136.2001182999993,136.2001182999993,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Virginia-Outline-Map.jpg,Virginia,18,18,0,okay,0,18,18,45,136.2001182999993,,,,,,,,,136.16275300000052,136.62678210000013,136.62678210000013,136.62678210000013,143.61620440000115,okay,143.74645779999992,143.74645779999992,143.74645779999992,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Wisconsin-Outline-Map.jpg,Wisconsin,19,19,0,okay,0,19,19,48,143.74645779999992,,,,,,,,,143.67864629999895,144.12864170000103,144.12864170000103,144.12864170000103,151.12004440000237,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Georgia-Outline-Map.jpg,Georgia,20,20,0,ok,0,20,20,9,151.2589646000015,,,,,,,,,151.19985100000122,151.6407438999995,151.6407438999995,151.6407438999995,158.63118100000065,ok,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Maryland-Outline-Map.jpg,Maryland,21,21,0,okay,0,21,21,19,158.7174782000002,,,,,,,,,158.68785370000114,159.14188130000184,159.14188130000184,159.14188130000184,166.13551619999998,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Louisiana-Outline-Map.jpg,Louisiana,22,22,0,slightly too fat,0,22,22,17,166.29340539999976,,,,,,,,,166.2308011999994,166.62971630000175,166.62971630000175,166.62971630000175,173.61758399999962,slightly too fat,173.6933753000012,173.6933753000012,173.6933753000012,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Indiana-Outline-Map.jpg,Indiana,23,23,0,slightly too fat,0,23,23,13,173.6933753000012,,,,,,,,,173.66455660000065,174.1365207000017,174.1365207000017,174.1365207000017,181.1267618999991,slightly too fat,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Illinois-Outline-Map.jpg,Illinois,24,24,0,too fat and short,0,24,24,12,181.19491629999902,,,,,,,,,181.1701408000008,181.6354906000015,181.6354906000015,181.6354906000015,188.63179310000123,too fat and short,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Mississippi-Outline-Map.jpg,Mississippi,25,25,0,too F A T,0,25,25,23,188.7804087000004,,,,,,,,,188.7273567000011,189.13482690000092,189.13482690000092,189.13482690000092,196.13095909999902,too F A T,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/New-Jersey-Outline-Map.jpg,New Jersey,26,26,0,too fat?,0,26,26,29,196.2113700000009,,,,,,,,,196.17989220000163,196.62843470000007,196.62843470000007,196.62843470000007,203.61408210000081,too fat?,203.6721256000019,203.6721256000019,203.6721256000019,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Kentucky-Outline-Map.jpg,Kentucky,27,27,0,Okay,0,27,27,16,203.6721256000019,,,,,,,,,203.65173370000048,204.13034130000233,204.13034130000233,204.13034130000233,211.12497509999957,Okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Idaho-Outline-Map.jpg,Idaho,28,28,0,slightly too wide,0,28,28,11,211.24460739999995,,,,,,,,,211.19886029999907,211.6367406999998,211.6367406999998,211.6367406999998,218.63739790000182,slightly too wide,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Minnesota-Outline-Map.jpg,Minnesota,29,29,0,okay,0,29,29,22,218.76024060000054,,,,,,,,,218.71132959999886,219.13187430000107,219.13187430000107,219.13187430000107,226.12136800000007,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Alaska-Outline-Map.jpg,Alaska,30,30,0,okay,0,30,30,1,226.18499750000046,,,,,,,,,226.16271029999916,226.6360922999993,226.6360922999993,226.6360922999993,233.62784060000195,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Maine-Outline-Map.jpg,Maine,31,31,0,too wide?,0,31,31,18,233.69006730000183,,,,,,,,,233.6650105000008,234.14061439999932,234.14061439999932,234.14061439999932,241.13220329999967,too wide?,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/New-Mexico-Outline-Map.jpg,New Mexico,32,32,0,okay,0,32,32,30,241.2431085999997,,,,,,,,,241.2034050000002,241.62987760000033,241.62987760000033,241.62987760000033,248.61721530000068,okay,248.72317010000188,248.72317010000188,248.72317010000188,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/West-Virginia-Outline-Map.jpg,West Virginia,33,33,0,slightly too wide but is okay,0,33,33,47,248.72317010000188,,,,,,,,,248.6788559000015,249.12985169999956,249.12985169999956,249.12985169999956,256.12400799999887,slightly too wide but is okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Rhode-Island-Outline-Map.jpg,Rhode Island,34,34,0,slightly too wide?,0,34,34,38,256.2419023000002,,,,,,,,,256.2044276000015,256.6284913999989,256.6284913999989,256.6284913999989,263.6299460000009,slightly too wide?,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Hawaii-Outline-Map.jpg,Hawaii,35,35,0,okay,0,35,35,10,263.7265977999996,,,,,,,,,263.69719690000056,264.1299359000004,264.1299359000004,264.1299359000004,271.11616159999903,okay,271.1989462999991,271.1989462999991,271.1989462999991,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Connecticut-Outline-Map.jpg,Connecticut,36,36,0,okay,0,36,36,6,271.1989462999991,,,,,,,,,271.1704271999988,271.6217410999998,271.6217410999998,271.6217410999998,278.61053360000005,okay,278.68174089999957,278.68174089999957,278.68174089999957,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Alabama-Outline-Map.jpg,Alabama,37,37,0,slightly too wide,0,37,37,0,278.68174089999957,,,,,,,,,278.6557576000014,279.12456759999986,279.12456759999986,279.12456759999986,286.1099858000016,slightly too wide,286.1794804000019,286.1794804000019,286.1794804000019,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Pennsylvania-Outline-Map.jpg,Pennsylvania,38,38,0,okay,0,38,38,37,286.1794804000019,,,,,,,,,286.1559001000023,286.6392753,286.6392753,286.6392753,293.637593200001,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Washington-Outline-Map.jpg,Washington,39,39,0,okay,0,39,39,46,293.7407725000012,,,,,,,,,293.7067296000023,294.135595300002,294.135595300002,294.135595300002,301.13204450000194,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/North-Carolina-Outline-Map.jpg,North Carolina,40,40,0,okay,0,40,40,32,301.1816421000003,,,,,,,,,301.1631677000005,301.63709500000186,301.63709500000186,301.63709500000186,308.6218864000002,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Michigan-Outline-Map.jpg,Michigan,41,41,0,okay,0,41,41,21,308.7217391000013,,,,,,,,,308.6867026,309.1332576999994,309.1332576999994,309.1332576999994,316.13397330000225,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Ohio-Outline-Map.jpg,Ohio,42,42,0,okay,0,42,42,34,316.26955850000013,,,,,,,,,316.21214379999947,316.6393343999989,316.6393343999989,316.6393343999989,323.6357343000018,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Texas-Outline-Map.jpg,Texas,43,43,0,slightly too wide,0,43,43,42,323.7544770000022,,,,,,,,,323.7095752999994,324.1267678000004,324.1267678000004,324.1267678000004,331.12409639999896,slightly too wide,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/South-Carolina-Outline-Map.jpg,South Carolina,44,44,0,slightly too wide,0,44,44,39,331.2199341000014,,,,,,,,,331.1859912,331.6304529000008,331.6304529000008,331.6304529000008,338.6199516000015,slightly too wide,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Wyoming-Outline-Map.jpg,Wyoming,45,45,0,okay,0,45,45,49,338.7362777999988,,,,,,,,,338.70001440000124,339.12486910000007,339.12486910000007,339.12486910000007,346.11141900000075,okay,346.251120500001,346.251120500001,346.251120500001,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Missouri-Outline-Map.jpg,Missouri,46,46,0,okay,0,46,46,24,346.251120500001,,,,,,,,,346.20684640000036,346.64025550000224,346.64025550000224,346.64025550000224,353.630610799999,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Delaware-Outline-Map.jpg,Delaware,47,47,0,okay,0,47,47,7,353.71128920000046,,,,,,,,,353.6830048000011,354.13791459999993,354.13791459999993,354.13791459999993,361.13317370000004,okay,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Oklahoma-Outline-Map.jpg,Oklahoma,48,48,0,slightly needs longer,0,48,48,35,361.19201460000113,,,,,,,,,361.1712327000023,361.6369642999998,361.6369642999998,361.6369642999998,368.6321029999999,slightly needs longer,,,,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
states/Colorado-Outline-Map.jpg,Colorado,49,49,0,okay,0,49,49,5,368.7237195000016,,,,,,,,,368.69093409999914,369.1282379000004,369.1282379000004,369.1282379000004,376.11678089999987,okay,376.1342489000017,376.1342489000017,376.1342489000017,,,,,,,,,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.1169259999988,376.1342489000017,376.1342489000017,377.1378103999996,379.63774489999923,space,3.492509200001223,None,,,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.63782250000077,379.63818390000233,187595,001,2025-04-11_18h52.52.876,state_naming_task,2024.2.4,59.96372194859219,2025-04-11 18h52.58.260068 -0600,
